	M9Mkey217.141007	M3Nkey217.141001	M3Ekey217.141042	M3Rkey217.141025	M9Ekey217.141044	M3Qkey217.141051	M2Ekey217.141011	M2Enter217.141012	M2Hkey217.141026	M9Ykey217.141029	M3Hkey217.141093	M2Ykey217.141095	M9Fkey217.141065	M2Vkey217.141022	M3Zkey217.141083	M9Okey217.141076	M9Gkey217.141099	M3Lkey217.141097	M2Pkey217.141105	M3Lsft217.141088	M9Skey217.141004	M3Wkey217.141104	M3Pkey217.141031	M2Wkey217.141070	M2Mkey217.141014	M9Enter217.141084	M2Ukey217.141085	M9Vkey217.141018	M9Dkey217.141053	M2Tkey217.141054	M2Fkey217.141078	M2Jkey217.141038	M2Ckey217.141092	M2Qkey217.141102	M2Gkey217.141106	M3Tkey217.141081	M3Space217.141098	M9Space217.141079	M3Ckey217.141073	M2Ikey217.141000	M2Lkey217.141048	M9Kkey217.141033	M2Lsft217.141056	M9Nkey217.141010	M9Hkey217.140999	M2Rkey217.141050	M3Jkey217.141017	M9Pkey217.141096	M3Bkey217.141059	M2Kkey217.141041	M2Xkey217.141016	M3Ykey217.141023	M9Bkey217.141032	M2Space217.140997	M2Okey217.141061	M3Rsft217.140995	M9Ckey217.141013	M3Xkey217.141055	M9Qkey217.141019	M2Rsft217.141034	M2Bkey217.141063	M9Akey217.141086	M2Akey217.141030	M2Dkey217.140994	M3Akey217.141006	M2Zkey217.141015	M9Xkey217.141072	M2Skey217.141089	M3Mkey217.141107	M3Gkey217.141037	M2Nkey217.141052	M9Wkey217.141090	M3Vkey217.141028	M3Kkey217.141046
M2Wkey217.141070	0.585492666234	0.710046560605	0.768448524804	0.742337550115	0.72445141145	0.600013259717	0.562228082013	0.600481563312	0.655418541436	0.782998918154	0.679661807403	0.674561079107	0.663384086708	0.534808529658	0.497551463076	0.654178810827	0.492868953093	0.577180864428	0.582034525277	0.595836859063	0.566510085196	0.709780708079	0.647283487705	0.0	0.491752383209	0.577488400447	0.707133509871	0.719962324633	0.709258029414	0.670841912525	0.709580859483	0.71240113312	0.724438825102	0.784413882637	0.733497434138	0.521869526565	0.553364081423	0.587326636492	0.61575671073	0.527264192029	0.683812682118	0.454313733653	0.576068264817	0.544325853562	0.509511004278	0.562421651376	0.522460747664	0.551942803924	0.578486431519	0.722634024301	0.585905447932	0.560652569161	0.645058859878	0.531963604413	0.632470811825	0.677852981094	0.778223780841	0.741091877027	0.735280564299	0.679294634046	0.700684520681	0.74225276619	0.726635465009	0.616211778907	0.559029061458	0.640924634505	0.575465008818	0.652260444761	0.697891842346	0.603737892116	0.715474799772	0.506549775321	0.493162923528	0.559715186237
M2Mkey217.141014	0.591491616102	0.696485534535	0.77417657729	0.719234931136	0.70782303645	0.621913749646	0.599442532002	0.627130917217	0.660929831687	0.810527328057	0.677236571215	0.65938908271	0.661441893831	0.54518423817	0.534244436876	0.575956933652	0.525069893408	0.610188743425	0.564617567065	0.587542291341	0.584116931867	0.700432633303	0.631750219303	0.491752383209	0.0	0.593678909679	0.723452226468	0.717986307472	0.701704287837	0.636899183291	0.7084139942	0.715083631508	0.73914577994	0.776717227675	0.734946179429	0.531662452248	0.588856023882	0.553042476561	0.688162319435	0.514116715046	0.683128330825	0.498140768902	0.574887394803	0.574855036356	0.540708578901	0.535154085652	0.5398740004	0.574666484569	0.583154492969	0.737401648858	0.575948498547	0.541839451811	0.654628759272	0.527403067592	0.641450509313	0.68072335814	0.798909607536	0.72170699368	0.729381980016	0.668438368448	0.682013246075	0.737511321931	0.719955281296	0.557745890956	0.548069257941	0.594377216666	0.511659984731	0.562070663492	0.682231785961	0.60498478541	0.71495433203	0.512942973801	0.507148144864	0.556924484228
M9Enter217.141084	0.527160861367	0.661262883887	0.720369902253	0.683580959847	0.683170319565	0.582067369498	0.426518115055	0.537020810635	0.514829517846	0.760512754379	0.622290522707	0.625630485362	0.587856825425	0.58796375302	0.555914026728	0.592070604112	0.513769696455	0.456785740753	0.450379915159	0.459621595249	0.410880505535	0.701695001929	0.602600211314	0.577488400447	0.593678909679	0.0	0.692908964095	0.678645720054	0.645591473961	0.623211023301	0.669968231418	0.66702217529	0.705340525283	0.751806690371	0.719550794614	0.469421573887	0.452634872183	0.430960010163	0.623513126067	0.398089299689	0.663542447612	0.529215445137	0.537717994201	0.59392928351	0.602336862432	0.546958813119	0.47864994657	0.484043243644	0.526748501348	0.702359361317	0.568983203956	0.573578219574	0.584621337154	0.477167784734	0.497533274048	0.646460265916	0.764721711804	0.706172511927	0.722479570265	0.63373060367	0.658854362165	0.699972752209	0.696614411149	0.531011878956	0.554753163294	0.645387365482	0.548415846727	0.549305749263	0.519258570618	0.425305564212	0.684149108988	0.506146543915	0.582226105835	0.536075147211
M2Ukey217.141085	0.682741146648	0.384355725689	0.368519952649	0.450222243176	0.422707007648	0.800040183468	0.695957320964	0.695738551517	0.716433875879	0.399414457244	0.4273054153	0.424320578662	0.4362949126	0.734910373128	0.631665792575	0.691092704429	0.65013284964	0.698235086143	0.71820410916	0.673162716749	0.699202955721	0.456327524631	0.45866170811	0.707133509871	0.723452226468	0.692908964095	0.0	0.4256229747	0.464460454821	0.406497751517	0.398267075557	0.416206410919	0.500668336619	0.452309934555	0.368368045292	0.675104632434	0.631082364771	0.627094916417	0.800807385639	0.661021370973	0.414270743102	0.712636224595	0.700451013428	0.686894216847	0.755312678482	0.630888318108	0.646707470731	0.695812453235	0.710483340375	0.358686734303	0.687368823412	0.645330977458	0.78167482379	0.743596529728	0.749829788393	0.482655352321	0.425473174525	0.399429463868	0.3805586007	0.347270428211	0.419809129942	0.403609927024	0.350678688544	0.683832449365	0.676838187902	0.699291109974	0.677075735807	0.676519012598	0.752416776202	0.724299533306	0.363249784159	0.656715817975	0.691770548311	0.641127156298
M9Vkey217.141018	0.682851892147	0.448772890033	0.494202748798	0.511872695757	0.478176200398	0.8025472432	0.686348941608	0.686212804335	0.689759694175	0.463718343304	0.520007189052	0.510415137948	0.496330444736	0.688051651714	0.669614043944	0.718899973608	0.633815681154	0.654028403144	0.712388925712	0.675736599316	0.669894803095	0.520120379093	0.518229743964	0.719962324633	0.717986307472	0.678645720054	0.4256229747	0.0	0.530528693878	0.4952840427	0.510282454707	0.50598694679	0.506120358343	0.444291961932	0.471573489917	0.67058410627	0.607326727644	0.647046716186	0.770410193306	0.651099690897	0.514956706542	0.685044941617	0.70271024875	0.699972616874	0.735433354385	0.65034419226	0.655625865698	0.661894280316	0.717950468138	0.476286254355	0.717812327551	0.685495230546	0.785134285934	0.7280204628	0.753976870357	0.519947035784	0.470656753934	0.483922067782	0.516993888502	0.488139191016	0.52254243311	0.496941342275	0.429168921246	0.672164708993	0.665303971026	0.719711867039	0.679683506237	0.690963770979	0.719293031008	0.705831400563	0.452869956946	0.649737713822	0.691818085838	0.646546598123
M9Dkey217.141053	0.673703307611	0.451175806345	0.525963025742	0.445267044001	0.471906674296	0.762551491195	0.667858494044	0.668853634745	0.657486554744	0.561925525559	0.444640954955	0.457032072587	0.474944125804	0.723714458447	0.62492257534	0.635941962444	0.632491440622	0.677760470343	0.669657245726	0.656059348978	0.6765291886	0.477613509963	0.447886967923	0.709258029414	0.701704287837	0.645591473961	0.464460454821	0.530528693878	0.0	0.437357183209	0.493031962726	0.469207424675	0.569626224064	0.559494557526	0.479013956973	0.6699855927	0.580512775968	0.595519524761	0.770584857639	0.640696350502	0.465493062874	0.684464279513	0.671725102052	0.684032105236	0.739558762995	0.609150475025	0.621963465527	0.676387247416	0.696617611054	0.488504239693	0.68583635432	0.665806142907	0.766238539989	0.699536926313	0.724687415681	0.453333801811	0.572384540677	0.459157091849	0.457097947587	0.439010043244	0.472015576813	0.487020842385	0.460719990934	0.665567314331	0.659611707351	0.708743528374	0.664120901565	0.680666573166	0.73512100937	0.693341821279	0.459192098581	0.621710299555	0.67462667655	0.615127691885
M2Tkey217.141054	0.620378555245	0.411469609044	0.514310780107	0.455034991724	0.42673575056	0.732237329562	0.6323267871	0.632879364526	0.633226435427	0.521137562708	0.452870590881	0.443104673388	0.408179621488	0.679095120164	0.573643650053	0.631138235926	0.600710010016	0.632699374532	0.644249216619	0.619662212133	0.649135976356	0.42487650251	0.436730597206	0.670841912525	0.636899183291	0.623211023301	0.406497751517	0.4952840427	0.437357183209	0.0	0.440889152007	0.473173911879	0.463158766109	0.54330359528	0.446981886917	0.619971176716	0.557796081067	0.54810255262	0.754522993897	0.589843622415	0.416764798506	0.6411863608	0.611450325162	0.642995556186	0.710854067428	0.55769813258	0.5465064021	0.642085461086	0.656032814587	0.468938665233	0.641875599907	0.597074670914	0.74140679972	0.663806037922	0.683695096486	0.421239576202	0.535481829095	0.443894695896	0.466330745386	0.416290071527	0.421691823146	0.460656898325	0.409795860436	0.618216244539	0.616173781712	0.666484034028	0.603754840024	0.637239235157	0.696192238294	0.653200077334	0.41881411073	0.5857639598	0.642294780295	0.549251498107
M2Fkey217.141078	0.67391602211	0.419797643898	0.446532238318	0.435922779295	0.443733839968	0.782470285906	0.682530840365	0.69004604658	0.700488315633	0.456056468526	0.415867425027	0.45081798545	0.475444967842	0.713478068486	0.606434115364	0.644186637371	0.647157225616	0.663357430334	0.70155755092	0.640984137261	0.704041997308	0.428310464646	0.481092676131	0.709580859483	0.7084139942	0.669968231418	0.398267075557	0.510282454707	0.493031962726	0.440889152007	0.0	0.434529256521	0.480915721661	0.536221707872	0.403289308112	0.662526357148	0.630486328858	0.603079361984	0.780009382988	0.655301145984	0.403462309285	0.711361616177	0.692998618408	0.677043574113	0.754469293118	0.645408350119	0.632406907166	0.693252567971	0.714692095914	0.423305140122	0.682248768578	0.662110223069	0.79162984455	0.711582906167	0.721367959451	0.456738139979	0.48891498832	0.414879506999	0.405357386196	0.400930020612	0.443394599758	0.402418366355	0.3879962485	0.674737863565	0.656666294312	0.687053987464	0.675753241588	0.668111804821	0.709287012364	0.720658673344	0.411366720963	0.63380965346	0.693542430439	0.610077875152
M2Jkey217.141038	0.678805952185	0.425306154388	0.464895519219	0.438342860997	0.494977245442	0.789353787076	0.689535162661	0.666418362674	0.68405731577	0.503309093747	0.445158251154	0.477198218566	0.459438814312	0.712681350899	0.605380202947	0.668100565746	0.654366457246	0.648564315377	0.704095097289	0.666753925355	0.700249442238	0.498276006979	0.477933748242	0.71240113312	0.715083631508	0.66702217529	0.416206410919	0.50598694679	0.469207424675	0.473173911879	0.434529256521	0.0	0.517421831972	0.524601375397	0.425839259128	0.662491322718	0.59782828716	0.613315611909	0.746664331965	0.666147316138	0.463138571974	0.709252949503	0.674461323651	0.675440972076	0.749547054857	0.604744982268	0.645234668938	0.676538525384	0.685681487011	0.440015799637	0.680129218086	0.644740359996	0.753218478996	0.715224094524	0.741945578564	0.429968855656	0.494111599603	0.458932707125	0.421373066735	0.425017765315	0.455087235179	0.460669704104	0.433627283709	0.673354883129	0.670997771984	0.702284386396	0.673103117178	0.668496238376	0.732932776485	0.702054823308	0.443819184078	0.647225396793	0.700963232648	0.63062113464
M2Ckey217.141092	0.681622221144	0.464185089562	0.55589570719	0.527165058675	0.484074893082	0.771176325755	0.691784453058	0.729568350479	0.676733992848	0.496056213666	0.551780994474	0.51030711415	0.503647178467	0.704974935535	0.686945102331	0.731281653147	0.664885018627	0.671395984545	0.725285061129	0.690548582957	0.71029182917	0.53826641157	0.534541624118	0.724438825102	0.73914577994	0.705340525283	0.500668336619	0.506120358343	0.569626224064	0.463158766109	0.480915721661	0.517421831972	0.0	0.512707323344	0.50868248257	0.683139322678	0.6250928232	0.649038581698	0.766687732673	0.691018289576	0.487682511382	0.714924143459	0.733441153484	0.71321632053	0.759520688368	0.686633670383	0.690926544626	0.672443308813	0.725967138342	0.487216177914	0.734077108373	0.722733894139	0.817192471629	0.753504500571	0.728242059159	0.506863193509	0.518409981974	0.524588658494	0.521433301752	0.521309744189	0.518765784831	0.475477785426	0.466812025265	0.704140769038	0.69161145303	0.733421299231	0.689616653904	0.736262639741	0.721695249687	0.716169810779	0.479032779752	0.680056677096	0.730376215937	0.67578361893
M2Qkey217.141102	0.762825558554	0.466323406782	0.463125677204	0.525528822928	0.442157859316	0.83818385135	0.766109962295	0.770496957717	0.737805317815	0.363631599437	0.538911337732	0.542216465591	0.56465167845	0.783209619495	0.750719062641	0.763986541994	0.737079799165	0.727698143431	0.768436474799	0.757993488454	0.776682455062	0.537089223523	0.58523610178	0.784413882637	0.776717227675	0.751806690371	0.452309934555	0.444291961932	0.559494557526	0.54330359528	0.536221707872	0.524601375397	0.512707323344	0.0	0.455333638712	0.735656011064	0.693055377768	0.715170375576	0.820315481574	0.730094333684	0.551366048948	0.762354887912	0.78008148163	0.76616836302	0.815545494454	0.724445632279	0.731544855521	0.76272204567	0.809819045983	0.517093694007	0.781201618867	0.753315167392	0.839540222889	0.783379810238	0.803503340073	0.596982220246	0.383006455139	0.4773162696	0.484456610099	0.5266451105	0.547014432375	0.463033685592	0.429610648915	0.749408139411	0.760156119746	0.760464475073	0.756234819133	0.756396663536	0.799428247258	0.767467023382	0.472595452053	0.735720806099	0.785856669216	0.737461188769
M2Gkey217.141106	0.708880592515	0.396861577482	0.431260987351	0.421103862391	0.408531997655	0.814441909723	0.71349281398	0.716163135828	0.747728278503	0.408252747631	0.423745119385	0.459689458569	0.468145517708	0.745704015933	0.632607939944	0.696530634984	0.676775950724	0.698422110916	0.729694951909	0.707756507481	0.73231601131	0.458898335155	0.51041230454	0.733497434138	0.734946179429	0.719550794614	0.368368045292	0.471573489917	0.479013956973	0.446981886917	0.403289308112	0.425839259128	0.50868248257	0.455333638712	0.0	0.692009293751	0.658614659525	0.66470719302	0.80774004114	0.692786705235	0.42629343978	0.743221416448	0.726878421476	0.702718597236	0.78086016583	0.645995105281	0.672250082852	0.72474686222	0.753573241537	0.43986509371	0.71292648686	0.670264371978	0.810921286222	0.74453178536	0.75912138221	0.467987554405	0.417733842031	0.369105952124	0.369172555013	0.412843152732	0.436577548826	0.394304734279	0.384334800133	0.715946930333	0.706589578369	0.722762798267	0.710802496752	0.687611405139	0.757509379852	0.759613482418	0.373502794029	0.65971568435	0.722487827888	0.668611929416
M3Tkey217.141081	0.540911394899	0.659440958744	0.721716387257	0.696040697921	0.679243256523	0.673763887524	0.522009169406	0.567841635488	0.582325678713	0.745742873526	0.664779340461	0.62532432265	0.60472081085	0.517087459732	0.515338129655	0.609817355089	0.412233871559	0.482202162097	0.477876873573	0.472101767219	0.519049943887	0.691019091744	0.595727304682	0.521869526565	0.531662452248	0.469421573887	0.675104632434	0.67058410627	0.6699855927	0.619971176716	0.662526357148	0.662491322718	0.683139322678	0.735656011064	0.692009293751	0.0	0.502072990642	0.435475577868	0.630408014139	0.426024369496	0.647128535916	0.422258505333	0.548948271465	0.553022984932	0.563306286054	0.479207858383	0.507567265351	0.482496668046	0.57256685227	0.680785586502	0.576786076635	0.547776157926	0.632351925061	0.555417645199	0.560587794912	0.646080664521	0.732788774639	0.702827498151	0.699412138174	0.628982644825	0.669652931593	0.692778529146	0.665586561368	0.544880270834	0.554640559043	0.616729697405	0.551204682436	0.513044198037	0.611127453392	0.510213620128	0.655474752593	0.432890070456	0.564127748977	0.520810363967
M3Space217.141098	0.462714290375	0.616948051207	0.695491195154	0.651823397219	0.642289372385	0.635807119985	0.424123388184	0.481375175047	0.533678515479	0.712869085657	0.599766925095	0.56377704051	0.542193936682	0.554804091141	0.552758207708	0.564861307884	0.454803814663	0.3640215103	0.515466249317	0.500526297583	0.474189904934	0.639589777166	0.503022594312	0.553364081423	0.588856023882	0.452634872183	0.631082364771	0.607326727644	0.580512775968	0.557796081067	0.630486328858	0.59782828716	0.6250928232	0.693055377768	0.658614659525	0.502072990642	0.0	0.450859463016	0.564773854297	0.427808633751	0.602221567292	0.544145249265	0.576180342418	0.610484846401	0.635977495661	0.557787517552	0.528901266655	0.411288555106	0.520969514095	0.642292581673	0.628361435574	0.58842408685	0.589133203078	0.494375068704	0.60660233587	0.583344048984	0.703842712641	0.658871677885	0.663511499178	0.594227246932	0.617226783772	0.649460971446	0.637575791799	0.562150046619	0.534071293211	0.646284784433	0.557848368096	0.580527208574	0.595924306563	0.472443939904	0.608160325472	0.520483607111	0.56237484692	0.499066994356
M9Space217.141079	0.512498652061	0.603147317155	0.687599901269	0.647219047209	0.625473092034	0.630495079985	0.495166167684	0.525265149507	0.516840453652	0.730634412647	0.601034937047	0.562910404278	0.563729790503	0.553781250284	0.527109055826	0.552732205965	0.469182902366	0.427924354594	0.499136812435	0.463835514447	0.500531138782	0.652897522469	0.522293518174	0.587326636492	0.553042476561	0.430960010163	0.627094916417	0.647046716186	0.595519524761	0.54810255262	0.603079361984	0.613315611909	0.649038581698	0.715170375576	0.66470719302	0.435475577868	0.450859463016	0.0	0.605910508	0.390224479099	0.599807442316	0.548712286681	0.553126485388	0.620386827367	0.64493946377	0.535152188288	0.50147548834	0.477205863762	0.536121491966	0.644406924259	0.595096002631	0.583237995858	0.609873925972	0.543964318583	0.567169135804	0.586435091924	0.717457314892	0.649921635309	0.653338268852	0.577556076234	0.598781790088	0.643750224747	0.641659099423	0.527797771689	0.516106103307	0.622057975987	0.548840440267	0.552973174563	0.616740019267	0.508761610771	0.621143222769	0.519846262285	0.605816771145	0.464983870584
M3Ckey217.141073	0.619463901253	0.791097770452	0.818055291488	0.782577835308	0.785018601151	0.620321670412	0.573256871445	0.546835812354	0.585572538577	0.834611396532	0.783836249025	0.751613859601	0.729028044654	0.621482322663	0.697902890075	0.725242608489	0.670572822388	0.465865086294	0.636072023309	0.62155277796	0.642975893599	0.788347605874	0.710426640305	0.61575671073	0.688162319435	0.623513126067	0.800807385639	0.770410193306	0.770584857639	0.754522993897	0.780009382988	0.746664331965	0.766687732673	0.820315481574	0.80774004114	0.630408014139	0.564773854297	0.605910508	0.0	0.60970176241	0.746428160837	0.636611984639	0.720229498317	0.710861917726	0.674567012595	0.700850679067	0.706791971322	0.596728412069	0.601799171381	0.795145721168	0.761759905626	0.752771651084	0.497681032147	0.589302896713	0.635062295661	0.732917894128	0.824238920068	0.806823690333	0.808748644403	0.757359760159	0.756914917248	0.796046426828	0.782822437597	0.683893847588	0.706677338279	0.735643411736	0.710719276344	0.729759832693	0.654330902338	0.562480079081	0.775195792167	0.696249466606	0.676298171423	0.65375718683
M2Ikey217.141000	0.50291879187	0.638468449034	0.721657062109	0.685339581566	0.65689497155	0.537919965918	0.46406121135	0.483445337602	0.544603574043	0.754786587371	0.639336686859	0.591695628075	0.567733395637	0.576104323597	0.534014020992	0.594258739196	0.499435582874	0.394293567697	0.41340954828	0.437976073233	0.405295946311	0.665748851355	0.543597653718	0.527264192029	0.514116715046	0.398089299689	0.661021370973	0.651099690897	0.640696350502	0.589843622415	0.655301145984	0.666147316138	0.691018289576	0.730094333684	0.692786705235	0.426024369496	0.427808633751	0.390224479099	0.60970176241	0.0	0.625453374205	0.457377893672	0.532521123096	0.569498943104	0.605484790782	0.488203549313	0.438520104596	0.483166264095	0.49895553044	0.678195821261	0.564863334859	0.548409537331	0.579441628839	0.456649095788	0.512395578837	0.641086908202	0.749052838799	0.688575931452	0.696463574988	0.619378906482	0.635549092511	0.686312580862	0.652679697042	0.579884881598	0.485505957158	0.622231554318	0.492608591686	0.575228342523	0.582831046384	0.40783542428	0.657973681436	0.47704348457	0.507841000402	0.492256187288
M2Lkey217.141048	0.664670681712	0.387830299472	0.474067893086	0.445585542763	0.478357248188	0.768748889016	0.645165357688	0.661521922326	0.674470200617	0.481605385867	0.416706833624	0.399491390511	0.435162861316	0.712568641835	0.593410714087	0.63579252791	0.635835066909	0.627766323523	0.689898472102	0.634244579711	0.678752656655	0.469126294437	0.424165840972	0.683812682118	0.683128330825	0.663542447612	0.414270743102	0.514956706542	0.465493062874	0.416764798506	0.403462309285	0.463138571974	0.487682511382	0.551366048948	0.42629343978	0.647128535916	0.602221567292	0.599807442316	0.746428160837	0.625453374205	0.0	0.686801033292	0.673544146768	0.661291339895	0.756040088963	0.602401160387	0.609789510201	0.678193698801	0.696179746714	0.412426088673	0.678690981706	0.611322876818	0.760063198237	0.694236963617	0.719950081732	0.427744133187	0.526466183459	0.45653632686	0.418178990706	0.404309061741	0.435143900834	0.444243893098	0.425241201183	0.674967904014	0.661918798298	0.68351834737	0.655930191347	0.669915456578	0.719086094251	0.686432800966	0.437564648282	0.596685165712	0.669094477391	0.606715383883
M9Kkey217.141033	0.563666948021	0.700722414414	0.763163489761	0.72294037643	0.70774212467	0.616034240316	0.540695960939	0.636509742101	0.57355347045	0.781486287554	0.680369371713	0.65978364943	0.642694626936	0.509541465565	0.503210825041	0.637861891441	0.500662222395	0.555410308738	0.467844308311	0.523043313825	0.503935638136	0.699804744644	0.642261955289	0.454313733653	0.498140768902	0.529215445137	0.712636224595	0.685044941617	0.684464279513	0.6411863608	0.711361616177	0.709252949503	0.714924143459	0.762354887912	0.743221416448	0.422258505333	0.544145249265	0.548712286681	0.636611984639	0.457377893672	0.686801033292	0.0	0.574560978924	0.535211391157	0.539595341872	0.504275470166	0.504072065666	0.531633065176	0.582491991203	0.716113993808	0.553011481904	0.567815600981	0.668764718678	0.52280964624	0.51970378606	0.667566093216	0.770695852026	0.724112833425	0.735775493084	0.668629198615	0.705638746496	0.732158029784	0.703668328774	0.553158720567	0.534605863095	0.610185517985	0.561453370398	0.560207578208	0.668008227713	0.514246920835	0.695847882291	0.493170643052	0.523813140649	0.523058479226
M2Lsft217.141056	0.604342960182	0.687064263625	0.746154659819	0.687573561392	0.707833647053	0.671070205062	0.589226225458	0.629707403361	0.628445329242	0.787185770218	0.666196230894	0.646142762653	0.65018173428	0.637081234516	0.548069154579	0.566006686369	0.528589079629	0.599808879988	0.57597871642	0.526912009745	0.568613811319	0.699373343735	0.632977907177	0.576068264817	0.574887394803	0.537717994201	0.700451013428	0.70271024875	0.671725102052	0.611450325162	0.692998618408	0.674461323651	0.733441153484	0.78008148163	0.726878421476	0.548948271465	0.576180342418	0.553126485388	0.720229498317	0.532521123096	0.673544146768	0.574560978924	0.0	0.549802601871	0.566941414209	0.560139941234	0.546555195233	0.605137572105	0.630328757708	0.723163697261	0.587541374812	0.570198391564	0.695097168676	0.589322903439	0.634666544529	0.65940022609	0.772331640996	0.729766170504	0.703886131512	0.672801345798	0.667920309287	0.73182846382	0.714845065515	0.583376745931	0.543845862382	0.598298964981	0.536687474423	0.58642019501	0.682538046964	0.623329452333	0.702492725734	0.497882097912	0.606885794424	0.533150812429
M9Nkey217.141010	0.587881455163	0.663478545541	0.713593645641	0.718339704865	0.696183112822	0.653850438223	0.584846737425	0.700528827196	0.606466634592	0.767974503773	0.644846219051	0.646473934764	0.634281567709	0.629728464783	0.532977306288	0.605589992699	0.577776237349	0.594863789058	0.598134053902	0.600404788092	0.535779978851	0.672453563372	0.63065547986	0.544325853562	0.574855036356	0.59392928351	0.686894216847	0.699972616874	0.684032105236	0.642995556186	0.677043574113	0.675440972076	0.71321632053	0.76616836302	0.702718597236	0.553022984932	0.610484846401	0.620386827367	0.710861917726	0.569498943104	0.661291339895	0.535211391157	0.549802601871	0.0	0.576465218136	0.529561924625	0.582752091273	0.595114039243	0.639005519609	0.684273423761	0.584827773771	0.563829903506	0.707402069069	0.62940765902	0.662495607018	0.632319248948	0.749137762131	0.728907652544	0.68714979363	0.637606167716	0.637918263963	0.707981309848	0.711094965108	0.580345074801	0.563934138611	0.610979916141	0.613758621227	0.559413179213	0.623082043656	0.611117543005	0.696209019434	0.545615362762	0.642717479357	0.573723785401
M9Hkey217.140999	0.60776743337	0.756820754492	0.788965020672	0.766915448239	0.770412789164	0.659932082421	0.634142341099	0.643372282167	0.682748048889	0.813558214778	0.740681572579	0.714198376988	0.684552588561	0.547113562138	0.591768686946	0.69864352337	0.550440389019	0.623177732832	0.569306766341	0.630332486293	0.644428761042	0.776770631153	0.707636805094	0.509511004278	0.540708578901	0.602336862432	0.755312678482	0.735433354385	0.739558762995	0.710854067428	0.754469293118	0.749547054857	0.759520688368	0.815545494454	0.78086016583	0.563306286054	0.635977495661	0.64493946377	0.674567012595	0.605484790782	0.756040088963	0.539595341872	0.566941414209	0.576465218136	0.0	0.624659276915	0.615576283221	0.559567323944	0.592046934004	0.75943064969	0.612926438621	0.662256650476	0.67259222313	0.551640799241	0.627626617878	0.729263683806	0.79939239601	0.783829649878	0.777887528303	0.727444465215	0.751714443694	0.757559167192	0.760135484893	0.624557900097	0.576882603062	0.640654841357	0.625935832845	0.631748594405	0.676978379268	0.645478875932	0.754077282969	0.563417770822	0.550480102767	0.596658746617
M2Rkey217.141050	0.580199809635	0.60179802039	0.650978882208	0.64349982366	0.61931598835	0.66984934344	0.558409866134	0.5801239092	0.630821044054	0.738018593658	0.608156608339	0.567062125468	0.561851929908	0.606109103242	0.514188276814	0.558150715297	0.505477763275	0.557088778763	0.563497912496	0.547051517661	0.490101642728	0.610865406599	0.536504132577	0.562421651376	0.535154085652	0.546958813119	0.630888318108	0.65034419226	0.609150475025	0.55769813258	0.645408350119	0.604744982268	0.686633670383	0.724445632279	0.645995105281	0.479207858383	0.557787517552	0.535152188288	0.700850679067	0.488203549313	0.602401160387	0.504275470166	0.560139941234	0.529561924625	0.624659276915	0.0	0.500971441025	0.589308521901	0.571792881595	0.639037778626	0.535631706191	0.487333177547	0.67871064219	0.588233228915	0.618578176995	0.590149596789	0.726167921926	0.655137730818	0.641393469793	0.586168714064	0.606124909764	0.674734638047	0.621510402988	0.570885918785	0.519962251644	0.643573591373	0.583893918509	0.526970859743	0.659799244143	0.592392878221	0.61066302498	0.426839061094	0.533128349783	0.488491062928
M3Jkey217.141017	0.592691109768	0.626819019455	0.671540862738	0.622708747286	0.632541083513	0.641276129926	0.513409541697	0.568559197598	0.608161743511	0.753326653224	0.573163164517	0.579519934519	0.576091449172	0.582541752033	0.485788431062	0.583269830762	0.466011075129	0.562073284693	0.529648072903	0.513073032815	0.502919373866	0.629684456523	0.559406988908	0.522460747664	0.5398740004	0.47864994657	0.646707470731	0.655625865698	0.621963465527	0.5465064021	0.632406907166	0.645234668938	0.690926544626	0.731544855521	0.672250082852	0.507567265351	0.528901266655	0.50147548834	0.706791971322	0.438520104596	0.609789510201	0.504072065666	0.546555195233	0.582752091273	0.615576283221	0.500971441025	0.0	0.539853774792	0.553772725845	0.666029704852	0.477491656599	0.463070501128	0.644266695949	0.565998555844	0.603704182404	0.595043624908	0.748868009872	0.665258517255	0.670682498233	0.608121990918	0.633242151575	0.68056397305	0.634971429239	0.592015101559	0.514691429671	0.62314554073	0.489961072282	0.565928963591	0.601497957878	0.543792984753	0.629072831885	0.467595092938	0.509666910865	0.487120967762
M9Pkey217.141096	0.466469643197	0.705786947439	0.741396536803	0.715442665711	0.72293427651	0.618960283108	0.456682268521	0.554371416247	0.560513052336	0.766646991424	0.681473931762	0.641684817556	0.610192719773	0.497573858954	0.534695222108	0.623363772825	0.447511968997	0.384075545425	0.448511551046	0.532804721309	0.506090863441	0.703229985922	0.60483121537	0.551942803924	0.574666484569	0.484043243644	0.695812453235	0.661894280316	0.676387247416	0.642085461086	0.693252567971	0.676538525384	0.672443308813	0.76272204567	0.72474686222	0.482496668046	0.411288555106	0.477205863762	0.596728412069	0.483166264095	0.678193698801	0.531633065176	0.605137572105	0.595114039243	0.559567323944	0.589308521901	0.539853774792	0.0	0.52868018669	0.700964818978	0.621371354036	0.606086265876	0.654128743504	0.557037627803	0.605611246784	0.64244824152	0.757176544512	0.721745539723	0.73745304575	0.673216011965	0.681541942148	0.71061228707	0.697000106201	0.586944224752	0.507654803469	0.642316584619	0.568243061982	0.620762233787	0.543114961984	0.521511005153	0.667782783819	0.540351722243	0.587651331199	0.533015721595
